ID,TYPE,USER_ID,GENDER,AGE,name,size_mb
60013,4,14380,MALE,34,060013_4_014380_MALE_34.jpg,1.2846860885620117
60014,1,16695,MALE,43,060014_1_016695_MALE_43.jpg,0.7452392578125
60014,2,16695,MALE,43,060014_2_016695_MALE_43.jpg,0.9455804824829102
60014,3,16695,MALE,43,060014_3_016695_MALE_43.jpg,1.0191230773925781
60014,4,16695,MALE,43,060014_4_016695_MALE_43.jpg,0.9737300872802734
60015,1,27326,MALE,35,060015_1_027326_MALE_35.jpg,0.9150495529174805
60015,2,27326,MALE,35,060015_2_027326_MALE_35.jpg,0.9281816482543945
60015,3,27326,MALE,35,060015_3_027326_MALE_35.jpg,0.956268310546875
60015,4,27326,MALE,35,060015_4_027326_MALE_35.jpg,0.8984832763671875
60016,1,28455,MALE,23,060016_1_028455_MALE_23.jpg,5.442182540893555
60016,2,28455,MALE,23,060016_2_028455_MALE_23.jpg,4.975091934204102
60016,3,28455,MALE,23,060016_3_028455_MALE_23.jpg,5.140666961669922
60016,4,28455,MALE,23,060016_4_028455_MALE_23.jpg,5.049642562866211
60017,1,28456,FEMALE,27,060017_1_028456_FEMALE_27.jpg,4.709604263305664
60017,2,28456,FEMALE,27,060017_2_028456_FEMALE_27.jpg,5.096961975097656
60017,3,28456,FEMALE,27,060017_3_028456_FEMALE_27.jpg,4.5832672119140625
60017,4,28456,FEMALE,27,060017_4_028456_FEMALE_27.jpg,4.750038146972656
60018,1,20802,FEMALE,29,060018_1_020802_FEMALE_29.jpg,1.7451934814453125
60018,2,20802,FEMALE,29,060018_2_020802_FEMALE_29.jpg,1.6774845123291016
60018,3,20802,FEMALE,29,060018_3_020802_FEMALE_29.jpg,1.5879030227661133
60018,4,20802,FEMALE,29,060018_4_020802_FEMALE_29.jpg,1.6183195114135742
60019,1,28457,MALE,33,060019_1_028457_MALE_33.jpg,1.6378889083862305
60019,2,28457,MALE,33,060019_2_028457_MALE_33.jpg,1.685445785522461
60019,3,28457,MALE,33,060019_3_028457_MALE_33.jpg,1.7524490356445312
60019,4,28457,MALE,33,060019_4_028457_MALE_33.jpg,1.7534465789794922
60020,1,24801,NONE,28,060020_1_024801_NONE_28.jpg,5.524421691894531
60020,2,24801,NONE,28,060020_2_024801_NONE_28.jpg,5.1720685958862305
60020,3,24801,NONE,28,060020_3_024801_NONE_28.jpg,5.379413604736328
60020,4,24801,NONE,28,060020_4_024801_NONE_28.jpg,5.248636245727539
60021,1,14396,MALE,23,060021_1_014396_MALE_23.jpg,0.3286933898925781
60021,2,14396,MALE,23,060021_2_014396_MALE_23.jpg,0.3749113082885742
60021,3,14396,MALE,23,060021_3_014396_MALE_23.jpg,0.35660457611083984
60021,4,14396,MALE,23,060021_4_014396_MALE_23.jpg,0.35189247131347656
60022,1,24828,FEMALE,30,060022_1_024828_FEMALE_30.jpg,1.6134681701660156
60022,2,24828,FEMALE,30,060022_2_024828_FEMALE_30.jpg,1.6754703521728516
60022,3,24828,FEMALE,30,060022_3_024828_FEMALE_30.jpg,1.7253313064575195
60022,4,24828,FEMALE,30,060022_4_024828_FEMALE_30.jpg,1.5571632385253906
60023,1,28458,MALE,25,060023_1_028458_MALE_25.jpg,0.32089805603027344
60023,2,28458,MALE,25,060023_2_028458_MALE_25.jpg,0.3126497268676758
60023,3,28458,MALE,25,060023_3_028458_MALE_25.jpg,0.31896495819091797
60023,4,28458,MALE,25,060023_4_028458_MALE_25.jpg,0.3115415573120117
60024,1,27775,MALE,18,060024_1_027775_MALE_18.jpg,0.8233280181884766
60024,2,27775,MALE,18,060024_2_027775_MALE_18.jpg,0.8731479644775391
60024,3,27775,MALE,18,060024_3_027775_MALE_18.jpg,0.8630762100219727
60024,4,27775,MALE,18,060024_4_027775_MALE_18.jpg,0.8600549697875977
60025,1,26712,FEMALE,39,060025_1_026712_FEMALE_39.jpg,3.787639617919922
60025,2,26712,FEMALE,39,060025_2_026712_FEMALE_39.jpg,3.1879653930664062
60025,3,26712,FEMALE,39,060025_3_026712_FEMALE_39.jpg,3.1107654571533203
60025,4,26712,FEMALE,39,060025_4_026712_FEMALE_39.jpg,3.145650863647461
60026,1,18249,MALE,31,060026_1_018249_MALE_31.jpg,1.239546775817871
60026,2,18249,MALE,31,060026_2_018249_MALE_31.jpg,1.1554365158081055
60026,3,18249,MALE,31,060026_3_018249_MALE_31.jpg,1.1955718994140625
60026,4,18249,MALE,31,060026_4_018249_MALE_31.jpg,1.1348838806152344
60027,1,25986,FEMALE,36,060027_1_025986_FEMALE_36.jpg,0.2431488037109375
60027,2,25986,FEMALE,36,060027_2_025986_FEMALE_36.jpg,0.24789714813232422
60027,3,25986,FEMALE,36,060027_3_025986_FEMALE_36.jpg,0.27402687072753906
60027,4,25986,FEMALE,36,060027_4_025986_FEMALE_36.jpg,0.22672367095947266
60028,1,22580,NONE,25,060028_1_022580_NONE_25.jpg,1.2022876739501953
60028,2,22580,NONE,25,060028_2_022580_NONE_25.jpg,1.1821165084838867
60028,3,22580,NONE,25,060028_3_022580_NONE_25.jpg,1.1578025817871094
60028,4,22580,NONE,25,060028_4_022580_NONE_25.jpg,1.1184701919555664
60029,1,28459,MALE,22,060029_1_028459_MALE_22.jpg,3.9013137817382812
60029,2,28459,MALE,22,060029_2_028459_MALE_22.jpg,3.9528989791870117
60029,3,28459,MALE,22,060029_3_028459_MALE_22.jpg,3.707693099975586
60029,4,28459,MALE,22,060029_4_028459_MALE_22.jpg,3.604159355163574
60030,1,28460,FEMALE,19,060030_1_028460_FEMALE_19.jpg,1.1246728897094727
60030,2,28460,FEMALE,19,060030_2_028460_FEMALE_19.jpg,1.1313438415527344
60030,3,28460,FEMALE,19,060030_3_028460_FEMALE_19.jpg,1.0887269973754883
60030,4,28460,FEMALE,19,060030_4_028460_FEMALE_19.jpg,1.101414680480957
60031,1,28461,NONE,22,060031_1_028461_NONE_22.jpg,2.420654296875
60031,2,28461,NONE,22,060031_2_028461_NONE_22.jpg,2.4711341857910156
60031,3,28461,NONE,22,060031_3_028461_NONE_22.jpg,2.562471389770508
60031,4,28461,NONE,22,060031_4_028461_NONE_22.jpg,2.3463659286499023
60032,1,27166,MALE,28,060032_1_027166_MALE_28.jpg,1.4914770126342773
60032,2,27166,MALE,28,060032_2_027166_MALE_28.jpg,1.1166629791259766
60032,3,27166,MALE,28,060032_3_027166_MALE_28.jpg,1.1682252883911133
60032,4,27166,MALE,28,060032_4_027166_MALE_28.jpg,1.1150226593017578
60033,1,28462,MALE,19,060033_1_028462_MALE_19.jpg,1.594858169555664
60033,2,28462,MALE,19,060033_2_028462_MALE_19.jpg,1.47027587890625
60033,3,28462,MALE,19,060033_3_028462_MALE_19.jpg,1.5088796615600586
60033,4,28462,MALE,19,060033_4_028462_MALE_19.jpg,1.4669685363769531
60034,1,28463,FEMALE,23,060034_1_028463_FEMALE_23.jpg,2.285813331604004
60034,2,28463,FEMALE,23,060034_2_028463_FEMALE_23.jpg,1.9369487762451172
60034,3,28463,FEMALE,23,060034_3_028463_FEMALE_23.jpg,1.9891395568847656
60034,4,28463,FEMALE,23,060034_4_028463_FEMALE_23.jpg,1.8680553436279297
60035,1,27742,FEMALE,27,060035_1_027742_FEMALE_27.jpg,2.924867630004883
60035,2,27742,FEMALE,27,060035_2_027742_FEMALE_27.jpg,3.7850608825683594
60035,3,27742,FEMALE,27,060035_3_027742_FEMALE_27.jpg,4.9837141036987305
60035,4,27742,FEMALE,27,060035_4_027742_FEMALE_27.jpg,3.920884132385254
60036,1,28464,NONE,23,060036_1_028464_NONE_23.jpg,1.9343605041503906
60036,2,28464,NONE,23,060036_2_028464_NONE_23.jpg,2.078009605407715
60036,3,28464,NONE,23,060036_3_028464_NONE_23.jpg,1.9608573913574219
60036,4,28464,NONE,23,060036_4_028464_NONE_23.jpg,1.997117042541504
60037,1,28465,FEMALE,23,060037_1_028465_FEMALE_23.jpg,1.9003276824951172
60037,2,28465,FEMALE,23,060037_2_028465_FEMALE_23.jpg,1.948847770690918
60037,3,28465,FEMALE,23,060037_3_028465_FEMALE_23.jpg,2.0037736892700195
60037,4,28465,FEMALE,23,060037_4_028465_FEMALE_23.jpg,1.997145652770996
60038,1,28466,MALE,19,060038_1_028466_MALE_19.jpg,1.6475696563720703
60038,2,28466,MALE,19,060038_2_028466_MALE_19.jpg,1.7468957901000977
60038,3,28466,MALE,19,060038_3_028466_MALE_19.jpg,1.788569450378418
60038,4,28466,MALE,19,060038_4_028466_MALE_19.jpg,1.8329896926879883
60039,1,28467,MALE,20,060039_1_028467_MALE_20.jpg,1.7598190307617188
60039,2,28467,MALE,20,060039_2_028467_MALE_20.jpg,2.014728546142578
60039,3,28467,MALE,20,060039_3_028467_MALE_20.jpg,2.083526611328125
60039,4,28467,MALE,20,060039_4_028467_MALE_20.jpg,2.0833911895751953
60040,1,15000,FEMALE,39,060040_1_015000_FEMALE_39.jpg,2.1336536407470703
60040,2,15000,FEMALE,39,060040_2_015000_FEMALE_39.jpg,2.126437187194824
60040,3,15000,FEMALE,39,060040_3_015000_FEMALE_39.jpg,2.0181493759155273
60040,4,15000,FEMALE,39,060040_4_015000_FEMALE_39.jpg,2.0622148513793945
60041,1,28468,MALE,29,060041_1_028468_MALE_29.jpg,1.0312347412109375
60041,2,28468,MALE,29,060041_2_028468_MALE_29.jpg,0.9774179458618164
60041,3,28468,MALE,29,060041_3_028468_MALE_29.jpg,0.8811016082763672
60041,4,28468,MALE,29,060041_4_028468_MALE_29.jpg,0.8671903610229492
60042,1,28469,FEMALE,50,060042_1_028469_FEMALE_50.jpg,0.11128711700439453
60042,2,28469,FEMALE,50,060042_2_028469_FEMALE_50.jpg,0.11778831481933594
60042,3,28469,FEMALE,50,060042_3_028469_FEMALE_50.jpg,0.10229301452636719
60042,4,28469,FEMALE,50,060042_4_028469_FEMALE_50.jpg,0.08845043182373047
60043,1,28470,FEMALE,19,060043_1_028470_FEMALE_19.jpg,1.2696552276611328
60043,2,28470,FEMALE,19,060043_2_028470_FEMALE_19.jpg,1.3662567138671875
60043,3,28470,FEMALE,19,060043_3_028470_FEMALE_19.jpg,1.3523139953613281
60043,4,28470,FEMALE,19,060043_4_028470_FEMALE_19.jpg,1.2005386352539062
60044,1,28471,MALE,51,060044_1_028471_MALE_51.jpg,4.608832359313965
60044,2,28471,MALE,51,060044_2_028471_MALE_51.jpg,4.309247970581055
60044,3,28471,MALE,51,060044_3_028471_MALE_51.jpg,3.9704666137695312
60044,4,28471,MALE,51,060044_4_028471_MALE_51.jpg,4.002718925476074
60045,1,28472,MALE,20,060045_1_028472_MALE_20.jpg,0.5362892150878906
60045,2,28472,MALE,20,060045_2_028472_MALE_20.jpg,0.5845651626586914
60045,3,28472,MALE,20,060045_3_028472_MALE_20.jpg,0.5562524795532227
60045,4,28472,MALE,20,060045_4_028472_MALE_20.jpg,0.562413215637207
60046,1,26298,FEMALE,21,060046_1_026298_FEMALE_21.jpg,2.0481348037719727
60046,2,26298,FEMALE,21,060046_2_026298_FEMALE_21.jpg,2.0148611068725586
60046,3,26298,FEMALE,21,060046_3_026298_FEMALE_21.jpg,1.956252098083496
60046,4,26298,FEMALE,21,060046_4_026298_FEMALE_21.jpg,1.848825454711914
60047,1,27403,MALE,25,060047_1_027403_MALE_25.jpg,1.6764888763427734
60047,2,27403,MALE,25,060047_2_027403_MALE_25.jpg,1.5667047500610352
60047,3,27403,MALE,25,060047_3_027403_MALE_25.jpg,1.5493965148925781
60047,4,27403,MALE,25,060047_4_027403_MALE_25.jpg,1.501394271850586
60048,1,28473,NONE,26,060048_1_028473_NONE_26.jpg,3.1788625717163086
60048,2,28473,NONE,26,060048_2_028473_NONE_26.jpg,3.1681127548217773
60048,3,28473,NONE,26,060048_3_028473_NONE_26.jpg,2.6257152557373047
60048,4,28473,NONE,26,060048_4_028473_NONE_26.jpg,2.638453483581543
60049,1,28474,NONE,28,060049_1_028474_NONE_28.jpg,1.2190876007080078
60049,2,28474,NONE,28,060049_2_028474_NONE_28.jpg,1.1229209899902344
60049,3,28474,NONE,28,060049_3_028474_NONE_28.jpg,1.1397972106933594
60049,4,28474,NONE,28,060049_4_028474_NONE_28.jpg,1.1394872665405273
60050,1,20834,FEMALE,28,060050_1_020834_FEMALE_28.jpg,1.9414119720458984
60050,2,20834,FEMALE,28,060050_2_020834_FEMALE_28.jpg,1.9162178039550781
60050,3,20834,FEMALE,28,060050_3_020834_FEMALE_28.jpg,1.8356924057006836
60050,4,20834,FEMALE,28,060050_4_020834_FEMALE_28.jpg,1.917013168334961
60051,1,26576,FEMALE,26,060051_1_026576_FEMALE_26.jpg,4.879030227661133
60051,2,26576,FEMALE,26,060051_2_026576_FEMALE_26.jpg,4.616103172302246
60051,3,26576,FEMALE,26,060051_3_026576_FEMALE_26.jpg,4.616079330444336
60051,4,26576,FEMALE,26,060051_4_026576_FEMALE_26.jpg,4.650911331176758
60052,1,28475,MALE,32,060052_1_028475_MALE_32.jpg,1.9433107376098633
60052,2,28475,MALE,32,060052_2_028475_MALE_32.jpg,2.316028594970703
60052,3,28475,MALE,32,060052_3_028475_MALE_32.jpg,1.9004154205322266
60052,4,28475,MALE,32,060052_4_028475_MALE_32.jpg,1.8528270721435547
60053,1,19171,NONE,33,060053_1_019171_NONE_33.jpg,1.8931951522827148
60053,2,19171,NONE,33,060053_2_019171_NONE_33.jpg,1.7639780044555664
60053,3,19171,NONE,33,060053_3_019171_NONE_33.jpg,1.5629472732543945
60053,4,19171,NONE,33,060053_4_019171_NONE_33.jpg,1.449662208557129
60054,1,17048,MALE,33,060054_1_017048_MALE_33.jpg,0.2854776382446289
60054,2,17048,MALE,33,060054_2_017048_MALE_33.jpg,0.3060445785522461
60054,3,17048,MALE,33,060054_3_017048_MALE_33.jpg,0.2987508773803711
60054,4,17048,MALE,33,060054_4_017048_MALE_33.jpg,0.25490856170654297
60055,1,28476,MALE,21,060055_1_028476_MALE_21.jpg,1.2927446365356445
60055,2,28476,MALE,21,060055_2_028476_MALE_21.jpg,1.2802362442016602
60055,3,28476,MALE,21,060055_3_028476_MALE_21.jpg,1.3140077590942383
60055,4,28476,MALE,21,060055_4_028476_MALE_21.jpg,1.307744026184082
60056,1,15458,FEMALE,29,060056_1_015458_FEMALE_29.jpg,2.380845069885254
60056,2,15458,FEMALE,29,060056_2_015458_FEMALE_29.jpg,2.1179895401000977
60056,3,15458,FEMALE,29,060056_3_015458_FEMALE_29.jpg,2.1957244873046875
60056,4,15458,FEMALE,29,060056_4_015458_FEMALE_29.jpg,2.385059356689453
60057,1,26614,NONE,19,060057_1_026614_NONE_19.jpg,1.6584796905517578
60057,2,26614,NONE,19,060057_2_026614_NONE_19.jpg,1.7702131271362305
60057,3,26614,NONE,19,060057_3_026614_NONE_19.jpg,1.6208925247192383
60057,4,26614,NONE,19,060057_4_026614_NONE_19.jpg,1.833207130432129
60058,1,19346,FEMALE,48,060058_1_019346_FEMALE_48.jpg,1.769139289855957
60058,2,19346,FEMALE,48,060058_2_019346_FEMALE_48.jpg,1.7880535125732422
60058,3,19346,FEMALE,48,060058_3_019346_FEMALE_48.jpg,1.702850341796875
60058,4,19346,FEMALE,48,060058_4_019346_FEMALE_48.jpg,1.822392463684082
60059,1,28477,FEMALE,25,060059_1_028477_FEMALE_25.jpg,1.1561107635498047
60059,2,28477,FEMALE,25,060059_2_028477_FEMALE_25.jpg,1.103170394897461
60059,3,28477,FEMALE,25,060059_3_028477_FEMALE_25.jpg,1.0882863998413086
60059,4,28477,FEMALE,25,060059_4_028477_FEMALE_25.jpg,0.9548749923706055
60060,1,16475,FEMALE,30,060060_1_016475_FEMALE_30.jpg,0.24449729919433594
60060,2,16475,FEMALE,30,060060_2_016475_FEMALE_30.jpg,0.2522544860839844
60060,3,16475,FEMALE,30,060060_3_016475_FEMALE_30.jpg,0.2599649429321289
60060,4,16475,FEMALE,30,060060_4_016475_FEMALE_30.jpg,0.21137523651123047
60061,1,23418,FEMALE,32,060061_1_023418_FEMALE_32.jpg,2.453505516052246
60061,2,23418,FEMALE,32,060061_2_023418_FEMALE_32.jpg,2.219419479370117
60061,3,23418,FEMALE,32,060061_3_023418_FEMALE_32.jpg,2.2878732681274414
60061,4,23418,FEMALE,32,060061_4_023418_FEMALE_32.jpg,1.7357358932495117
60062,1,28025,NONE,28,060062_1_028025_NONE_28.jpg,3.233035087585449
60062,2,28025,NONE,28,060062_2_028025_NONE_28.jpg,2.8579721450805664
60062,3,28025,NONE,28,060062_3_028025_NONE_28.jpg,2.779280662536621
60062,4,28025,NONE,28,060062_4_028025_NONE_28.jpg,3.252237319946289
60063,1,23879,MALE,24,060063_1_023879_MALE_24.jpg,3.8784332275390625
60063,2,23879,MALE,24,060063_2_023879_MALE_24.jpg,3.859257698059082
60063,3,23879,MALE,24,060063_3_023879_MALE_24.jpg,4.599757194519043
60063,4,23879,MALE,24,060063_4_023879_MALE_24.jpg,4.182514190673828
60064,1,28478,FEMALE,33,060064_1_028478_FEMALE_33.jpg,1.4623689651489258
60064,2,28478,FEMALE,33,060064_2_028478_FEMALE_33.jpg,1.3769969940185547
60064,3,28478,FEMALE,33,060064_3_028478_FEMALE_33.jpg,1.3802032470703125
60064,4,28478,FEMALE,33,060064_4_028478_FEMALE_33.jpg,1.4755477905273438
60065,1,27842,FEMALE,18,060065_1_027842_FEMALE_18.jpg,2.47269344329834
60065,2,27842,FEMALE,18,060065_2_027842_FEMALE_18.jpg,2.457329750061035
60065,3,27842,FEMALE,18,060065_3_027842_FEMALE_18.jpg,2.4233102798461914
60065,4,27842,FEMALE,18,060065_4_027842_FEMALE_18.jpg,2.3864850997924805
60066,1,28479,FEMALE,32,060066_1_028479_FEMALE_32.jpg,0.9221725463867188
60066,2,28479,FEMALE,32,060066_2_028479_FEMALE_32.jpg,0.8019046783447266
60066,3,28479,FEMALE,32,060066_3_028479_FEMALE_32.jpg,0.8882522583007812
60066,4,28479,FEMALE,32,060066_4_028479_FEMALE_32.jpg,0.9212665557861328
60067,1,28480,MALE,33,060067_1_028480_MALE_33.jpg,1.8889598846435547
60067,2,28480,MALE,33,060067_2_028480_MALE_33.jpg,1.615584373474121
60067,3,28480,MALE,33,060067_3_028480_MALE_33.jpg,1.7402992248535156
60067,4,28480,MALE,33,060067_4_028480_MALE_33.jpg,1.6996450424194336
60068,1,15445,FEMALE,32,060068_1_015445_FEMALE_32.jpg,1.8281383514404297
60068,2,15445,FEMALE,32,060068_2_015445_FEMALE_32.jpg,1.8545751571655273
60068,3,15445,FEMALE,32,060068_3_015445_FEMALE_32.jpg,1.8787126541137695
60068,4,15445,FEMALE,32,060068_4_015445_FEMALE_32.jpg,1.9342613220214844
60069,1,28481,NONE,21,060069_1_028481_NONE_21.jpg,4.563451766967773
60069,2,28481,NONE,21,060069_2_028481_NONE_21.jpg,4.213781356811523
60069,3,28481,NONE,21,060069_3_028481_NONE_21.jpg,4.736756324768066
60069,4,28481,NONE,21,060069_4_028481_NONE_21.jpg,4.28538703918457
60070,1,28482,NONE,18,060070_1_028482_NONE_18.jpg,2.8789844512939453
60070,2,28482,NONE,18,060070_2_028482_NONE_18.jpg,2.3275108337402344
60070,3,28482,NONE,18,060070_3_028482_NONE_18.jpg,1.3290090560913086
60070,4,28482,NONE,18,060070_4_028482_NONE_18.jpg,1.2795295715332031
60071,1,28483,FEMALE,38,060071_1_028483_FEMALE_38.jpg,4.900907516479492
60071,2,28483,FEMALE,38,060071_2_028483_FEMALE_38.jpg,4.84088134765625
60071,3,28483,FEMALE,38,060071_3_028483_FEMALE_38.jpg,5.049043655395508
60071,4,28483,FEMALE,38,060071_4_028483_FEMALE_38.jpg,4.825534820556641
60072,1,24884,FEMALE,33,060072_1_024884_FEMALE_33.jpg,4.100458145141602
60072,2,24884,FEMALE,33,060072_2_024884_FEMALE_33.jpg,3.933468818664551
60072,3,24884,FEMALE,33,060072_3_024884_FEMALE_33.jpg,3.7204856872558594
60072,4,24884,FEMALE,33,060072_4_024884_FEMALE_33.jpg,3.60589599609375
60073,1,28484,MALE,24,060073_1_028484_MALE_24.jpg,4.856734275817871
60073,2,28484,MALE,24,060073_2_028484_MALE_24.jpg,4.910675048828125
60073,3,28484,MALE,24,060073_3_028484_MALE_24.jpg,4.952182769775391
60073,4,28484,MALE,24,060073_4_028484_MALE_24.jpg,4.89982795715332
60074,1,14915,FEMALE,43,060074_1_014915_FEMALE_43.jpg,2.557448387145996
60074,2,14915,FEMALE,43,060074_2_014915_FEMALE_43.jpg,2.471271514892578
60074,3,14915,FEMALE,43,060074_3_014915_FEMALE_43.jpg,2.1414451599121094
60074,4,14915,FEMALE,43,060074_4_014915_FEMALE_43.jpg,2.3406925201416016
60075,1,22752,NONE,37,060075_1_022752_NONE_37.jpg,1.4758710861206055
60075,2,22752,NONE,37,060075_2_022752_NONE_37.jpg,1.4948244094848633
60075,3,22752,NONE,37,060075_3_022752_NONE_37.jpg,1.7617645263671875
60075,4,22752,NONE,37,060075_4_022752_NONE_37.jpg,1.6905450820922852
60076,1,28485,FEMALE,37,060076_1_028485_FEMALE_37.jpg,4.150196075439453
60076,2,28485,FEMALE,37,060076_2_028485_FEMALE_37.jpg,3.9712743759155273
60076,3,28485,FEMALE,37,060076_3_028485_FEMALE_37.jpg,3.8215131759643555
60076,4,28485,FEMALE,37,060076_4_028485_FEMALE_37.jpg,4.016343116760254
60077,1,28486,FEMALE,29,060077_1_028486_FEMALE_29.jpg,1.014695167541504
60077,2,28486,FEMALE,29,060077_2_028486_FEMALE_29.jpg,1.147186279296875
60077,3,28486,FEMALE,29,060077_3_028486_FEMALE_29.jpg,1.1467323303222656
60077,4,28486,FEMALE,29,060077_4_028486_FEMALE_29.jpg,1.0740585327148438
60078,1,21929,MALE,32,060078_1_021929_MALE_32.jpg,2.083834648132324
60078,2,21929,MALE,32,060078_2_021929_MALE_32.jpg,1.8840513229370117
60078,3,21929,MALE,32,060078_3_021929_MALE_32.jpg,2.319119453430176
60078,4,21929,MALE,32,060078_4_021929_MALE_32.jpg,2.0521163940429688
60079,1,28056,MALE,22,060079_1_028056_MALE_22.jpg,1.4521684646606445
60079,2,28056,MALE,22,060079_2_028056_MALE_22.jpg,1.578603744506836
60079,3,28056,MALE,22,060079_3_028056_MALE_22.jpg,1.5894718170166016
60079,4,28056,MALE,22,060079_4_028056_MALE_22.jpg,1.5827369689941406
60080,1,28487,NONE,27,060080_1_028487_NONE_27.jpg,1.7997417449951172
60080,2,28487,NONE,27,060080_2_028487_NONE_27.jpg,1.8349990844726562
60080,3,28487,NONE,27,060080_3_028487_NONE_27.jpg,1.7550067901611328
60080,4,28487,NONE,27,060080_4_028487_NONE_27.jpg,1.7615327835083008
60081,1,28488,NONE,21,060081_1_028488_NONE_21.jpg,1.23321533203125
60081,2,28488,NONE,21,060081_2_028488_NONE_21.jpg,1.1985931396484375
60081,3,28488,NONE,21,060081_3_028488_NONE_21.jpg,1.1810493469238281
60081,4,28488,NONE,21,060081_4_028488_NONE_21.jpg,1.1579742431640625
60082,1,28489,NONE,18,060082_1_028489_NONE_18.jpg,1.3716144561767578
60082,2,28489,NONE,18,060082_2_028489_NONE_18.jpg,1.2330923080444336
60082,3,28489,NONE,18,060082_3_028489_NONE_18.jpg,1.2835359573364258
60082,4,28489,NONE,18,060082_4_028489_NONE_18.jpg,1.3370227813720703
